symbol	month	scope	n	mean_price	med_pts	p90_pts	p99_pts	mean_pts	over_fixed	ratio_pts	over_ratio
US2000_HIST	2023.12.01	all	255877	1956.07	300	330	430	312.40	0.0052	444.0	0.0095
US2000_HIST	2023.12.01	hour	460	1954.16	300	330	530	313.74	0.0043	444.0	0.0152
US2000_HIST	2024.01.01	all	1469128	1961.23	400	400	500	366.06	0.0053	445.2	0.0632
US2000_HIST	2024.01.01	hour	502	1967.61	330	400	700	364.26	0.0199	445.2	0.0956
US2000_HIST	2024.02.01	all	1709713	2000.19	400	400	500	369.00	0.0068	454.0	0.0650
US2000_HIST	2024.02.01	hour	479	2000.89	400	500	700	381.63	0.0292	454.0	0.1357
US2000_HIST	2024.03.01	all	1369735	2070.47	400	400	600	372.42	0.0125	470.0	0.0870
US2000_HIST	2024.03.01	hour	460	2070.55	400	500	700	408.48	0.0457	470.0	0.2826
US2000_HIST	2024.04.01	all	1783170	2009.56	400	500	600	378.89	0.0184	456.2	0.1205
US2000_HIST	2024.04.01	hour	506	2021.06	400	500	700	414.03	0.0336	456.2	0.2787
US2000_HIST	2024.05.01	all	1301989	2056.55	400	400	600	370.31	0.0101	466.8	0.0910
US2000_HIST	2024.05.01	hour	525	2063.22	400	500	600	406.29	0.0229	466.8	0.2571
US2000_HIST	2024.06.01	all	298048	2037.25	400	500	600	379.24	0.0154	462.5	0.1581
US2000_HIST	2024.06.01	hour	456	2034.40	400	500	700	403.95	0.0461	462.5	0.2961
US2000_HIST	2024.07.01	all	1429446	2172.40	400	500	600	387.82	0.0262	493.1	0.1577
US2000_HIST	2024.07.01	hour	522	2153.13	400	500	700	413.41	0.0556	493.1	0.2854
US2000_HIST	2024.08.01	all	2327466	2136.54	400	600	800	421.04	0.1058	485.0	0.2997
US2000_HIST	2024.08.01	hour	506	2138.79	400	600	900	464.23	0.1996	485.0	0.4644
US2000_HIST	2024.09.01	all	2214433	2174.96	400	500	600	393.62	0.0523	493.7	0.2051
US2000_HIST	2024.09.01	hour	479	2181.14	400	600	700	451.98	0.1378	493.7	0.4280
US2000_HIST	2024.10.01	all	1794861	2224.84	400	500	600	395.16	0.0380	505.0	0.0380
US2000_HIST	2024.10.01	hour	529	2228.14	400	600	700	429.11	0.1040	505.0	0.1040
US2000_HIST	2024.11.01	all	1943779	2356.46	400	500	800	423.25	0.0779	534.9	0.0779
US2000_HIST	2024.11.01	hour	476	2360.69	400	600	1000	443.91	0.1429	534.9	0.1429
US2000_HIST	2024.12.01	all	1807839	2315.05	400	500	700	412.97	0.0555	525.5	0.0555
US2000_HIST	2024.12.01	hour	480	2337.44	400	600	1000	461.67	0.1583	525.5	0.1583
US2000_HIST	2025.01.01	all	2295903	2263.19	400	500	700	407.46	0.0415	513.7	0.0415
US2000_HIST	2025.01.01	hour	495	2266.59	400	600	700	440.20	0.1091	513.7	0.1091
US2000_HIST	2025.02.01	all	1855151	2244.37	400	500	700	390.78	0.0312	509.5	0.0312
US2000_HIST	2025.02.01	hour	456	2252.39	400	500	900	419.96	0.0746	509.5	0.0746
US2000_HIST	2025.03.01	all	2636655	2059.90	400	500	700	405.65	0.0554	467.6	0.2263
US2000_HIST	2025.03.01	hour	483	2065.05	400	600	900	455.28	0.1470	467.6	0.4017
US2000_HIST	2025.04.01	all	3580655	1881.33	400	700	1100	465.28	0.1889	427.1	0.3794
US2000_HIST	2025.04.01	hour	483	1895.69	500	700	1700	520.08	0.2671	427.1	0.5424
US2000_HIST	2025.05.01	all	2264035	2049.71	400	500	600	378.50	0.0170	465.3	0.1261
US2000_HIST	2025.05.01	hour	502	2054.30	400	500	700	415.34	0.0458	465.3	0.2550
US2000_HIST	2025.06.01	all	1947854	2122.56	400	500	800	393.06	0.0519	481.8	0.1826
US2000_HIST	2025.06.01	hour	479	2124.20	400	600	900	442.80	0.1148	481.8	0.3737
US2000_HIST	2025.07.01	all	1780039	2238.04	400	400	500	371.10	0.0074	508.0	0.0074
US2000_HIST	2025.07.01	hour	522	2239.44	400	500	600	413.22	0.0402	508.0	0.0402
US2000_HIST	2025.08.01	all	1900966	2271.96	400	400	600	371.34	0.0101	515.7	0.0101
US2000_HIST	2025.08.01	hour	483	2280.04	400	500	700	416.36	0.0373	515.7	0.0373
US2000_HIST	2025.09.01	all	1996943	2409.17	400	500	600	375.11	0.0167	546.9	0.0167
US2000_HIST	2025.09.01	hour	502	2408.87	400	500	700	423.51	0.0618	546.9	0.0618
US2000_HIST	2025.10.01	all	2654357	2476.81	400	500	600	383.37	0.0132	562.2	0.0132
US2000_HIST	2025.10.01	hour	529	2480.28	400	500	700	415.31	0.0473	562.2	0.0473
US2000_HIST	2025.11.01	all	2859402	2404.46	400	500	500	381.79	0.0063	545.8	0.0063
US2000_HIST	2025.11.01	hour	444	2421.12	400	500	800	437.39	0.0518	545.8	0.0518
US2000_HIST	2025.12.01	all	2130183	2526.87	400	500	600	381.10	0.0100	573.6	0.0100
US2000_HIST	2025.12.01	hour	503	2527.23	400	500	700	420.48	0.0457	573.6	0.0457
US2000_HIST	2026.01.01	all	2321579	2633.38	400	500	500	378.69	0.0064	597.8	0.0064
US2000_HIST	2026.01.01	hour	479	2630.08	400	500	700	417.54	0.0459	597.8	0.0459
US2000_HIST	2026.02.01	all	2867191	2643.78	400	500	600	405.54	0.0118	600.1	0.0024
US2000_HIST	2026.02.01	hour	456	2648.19	400	500	1000	433.55	0.0658	600.1	0.0373
US2000_HIST	2026.03.01	all	5773719	2517.15	400	600	800	440.00	0.1313	571.4	0.1313
US2000_HIST	2026.03.01	hour	506	2519.67	500	600	1000	481.03	0.2194	571.4	0.2194
US2000_HIST	2026.04.01	all	2990872	2627.17	400	600	800	431.04	0.1337	596.4	0.1337
US2000_HIST	2026.04.01	hour	405	2658.29	400	600	800	444.44	0.1432	596.4	0.1432
US2000_HIST	2026.05.01	all	30208	2838.49	400	500	600	397.53	0.0322	644.3	0.0019
US2000_HIST	2026.05.01	hour	218	2840.73	400	500	600	414.22	0.0321	644.3	0.0046
US2000_HIST	2026.06.01	all	39552	2934.50	400	600	800	446.15	0.1334	666.1	0.0399
US2000_HIST	2026.06.01	hour	264	2937.06	400	600	700	451.52	0.1364	666.1	0.0379
US2000_HIST	2026.07.01	all	32256	2964.61	400	500	600	404.71	0.0310	673.0	0.0055
US2000_HIST	2026.07.01	hour	235	2965.85	400	500	600	419.57	0.0468	673.0	0.0085
US2000_HIST	2026.08.01	all	18944	3020.73	400	500	600	379.85	0.0116	685.7	0.0064
US2000_HIST	2026.08.01	hour	143	3020.27	400	500	500	385.31	0.0070	685.7	0.0070
